record_id,report_id,question_ids,screening_stage,reviewer_id,decision,primary_reason_code,secondary_reason_notes,evidence_layer_candidate,ai_priority_score,ai_recommendation,ai_run_id,reviewed_at,adjudication_status,final_decision,final_reason_code,adjudicator_id,notes
REC-PUBMED-34165680,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34163431,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34153976,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34152697,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34150861,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34149824,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34148469,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34148351,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34143317,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34138972,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34135993,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34133395,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34132973,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34130370,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34130366,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34130341,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34128075,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34126640,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34126639,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34125304,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34123949,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34122113,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34122105,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34120532,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34120335,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34116580,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34115857,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34114733,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34113800,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34113202,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34112315,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34109658,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34109494,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34104863,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34099410,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34096584,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34092760,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34086768,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34085510,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34083692,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34080321,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34073370,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34064390,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34063991,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34063719,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34063203,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34062566,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34061283,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34060704,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34058767,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34055524,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34053708,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34046861,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34046282,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34036778,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34034648,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34027284,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34026385,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34021676,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34020460,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34019247,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34016840,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34014322,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34013988,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34008145,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34007161,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34003661,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34003404,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33999163,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33996936,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33996647,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33995605,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33994305,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33990842,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33989982,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33989088,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33988835,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33987278,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33987126,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33987116,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33985769,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33984465,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33978991,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33978367,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33977211,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33975877,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33974752,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33971682,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33971681,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33971679,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33971678,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33971316,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33970796,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33969568,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33968307,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33965611,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33963511,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33963483,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33962480,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33950320,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33950207,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33949923,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33948795,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33947618,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33939992,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33936903,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33933364,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33932172,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33930905,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33929686,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33925501,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33922331,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33921867,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33918627,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33917717,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33906609,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33901765,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33899226,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33898065,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33896375,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33895864,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33895845,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33892489,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33890375,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33890242,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33887335,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33881237,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33879460,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33877670,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33876243,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33872690,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33871577,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33871328,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33871040,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33870028,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33865530,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33864534,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33860911,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33860518,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33859915,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33858866,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33858727,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33855654,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33855052,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33854746,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33852611,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33852473,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33851399,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33850917,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33847681,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33844751,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33844060,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33836092,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33835334,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33835038,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33832217,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33830867,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33829647,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33829045,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33828378,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33825417,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33823884,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33821580,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33813916,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33808367,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33808041,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33807457,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33805625,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33800767,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33799956,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33797773,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33795273,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33784265,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33783553,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34165939,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-34165933,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33782016,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33780200,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33777573,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33774918,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33772939,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33771253,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33765420,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33764010,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33761699,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33761634,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33759649,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33759542,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33757376,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33754259,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33753537,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33746024,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33742992,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33739074,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33733345,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33733044,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33733025,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33730164,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33730015,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33728927,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33728146,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33727795,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33726903,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33726018,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33722539,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33717896,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33714657,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33713286,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33710520,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33708570,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33708474,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33708120,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33706049,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33705844,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33705244,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33688171,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33687782,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33685380,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33683537,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33682570,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33680011,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33678660,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33678134,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33677744,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33674992,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33670475,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33670408,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33670220,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33668315,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33666825,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33666824,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33666714,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33663474,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33662877,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33661477,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33657853,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-38058707,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33651326,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33650246,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33647941,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33646603,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33645506,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33644649,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33643050,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33641678,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-36165375,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33640447,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33637173,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33636745,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33635173,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33634847,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33634559,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33633574,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33631081,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33629763,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33629014,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33628491,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33626906,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33621361,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33614342,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33608239,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33607088,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33606006,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33599330,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33598557,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33596677,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33594899,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33594452,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33594032,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33593994,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33588777,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
REC-PUBMED-33588452,,A1,title_abstract,,,,,,,,,,not_started,,,,awaiting independent human primary screening
